4-band of BHZ model
4 !num_wann 
5 ! nrpts
    1     1     1     1     1     1     1
    0    0    0    1    1      -2.00000000       0.00000000
    0    0    0    1    2       0.00000000       0.00000000
    0    0    0    1    3       0.00000000       0.00000000
    0    0    0    1    4       0.00000000       0.00000000
    0    0    0    2    1       0.00000000       0.00000000
    0    0    0    2    2       2.00000000       0.00000000
    0    0    0    2    3       0.00000000       0.00000000
    0    0    0    2    4       0.00000000       0.00000000
    0    0    0    3    1       0.00000000       0.00000000
    0    0    0    3    2       0.00000000       0.00000000
    0    0    0    3    3      -2.00000000       0.00000000
    0    0    0    3    4       0.00000000       0.00000000
    0    0    0    4    1       0.00000000       0.00000000
    0    0    0    4    2       0.00000000       0.00000000
    0    0    0    4    3       0.00000000       0.00000000
    0    0    0    4    4       2.00000000       0.00000000
    1    0    0    1    1       1.00000000       0.00000000
    1    0    0    1    2       0.00000000      -0.50000000
    1    0    0    1    3       0.00000000       0.00000000
    1    0    0    1    4       0.00000000       0.00000000
    1    0    0    2    1       0.00000000      -0.50000000
    1    0    0    2    2      -1.00000000       0.00000000
    1    0    0    2    3       0.00000000       0.00000000
    1    0    0    2    4       0.00000000       0.00000000
    1    0    0    3    1       0.00000000       0.00000000
    1    0    0    3    2       0.00000000       0.00000000
    1    0    0    3    3       1.00000000       0.00000000
    1    0    0    3    4       0.00000000       0.50000000
    1    0    0    4    1       0.00000000       0.00000000
    1    0    0    4    2       0.00000000       0.00000000
    1    0    0    4    3       0.00000000       0.50000000
    1    0    0    4    4      -1.00000000       0.00000000
    0    1    0    1    1       1.00000000       0.00000000
    0    1    0    1    2      -0.50000000       0.00000000
    0    1    0    1    3       0.00000000       0.00000000
    0    1    0    1    4       0.00000000       0.00000000
    0    1    0    2    1       0.50000000       0.00000000
    0    1    0    2    2      -1.00000000       0.00000000
    0    1    0    2    3       0.00000000       0.00000000
    0    1    0    2    4       0.00000000       0.00000000
    0    1    0    3    1       0.00000000       0.00000000
    0    1    0    3    2       0.00000000       0.00000000
    0    1    0    3    3       1.00000000       0.00000000
    0    1    0    3    4      -0.50000000       0.00000000
    0    1    0    4    1       0.00000000       0.00000000
    0    1    0    4    2       0.00000000       0.00000000
    0    1    0    4    3       0.50000000       0.00000000
    0    1    0    4    4      -1.00000000       0.00000000
   -1    0    0    1    1       1.00000000       0.00000000
   -1    0    0    1    2       0.00000000       0.50000000
   -1    0    0    1    3       0.00000000       0.00000000
   -1    0    0    1    4       0.00000000       0.00000000
   -1    0    0    2    1       0.00000000       0.50000000
   -1    0    0    2    2      -1.00000000       0.00000000
   -1    0    0    2    3       0.00000000       0.00000000
   -1    0    0    2    4       0.00000000       0.00000000
   -1    0    0    3    1       0.00000000       0.00000000
   -1    0    0    3    2       0.00000000       0.00000000
   -1    0    0    3    3       1.00000000       0.00000000
   -1    0    0    3    4       0.00000000      -0.50000000
   -1    0    0    4    1       0.00000000       0.00000000
   -1    0    0    4    2       0.00000000       0.00000000
   -1    0    0    4    3       0.00000000      -0.50000000
   -1    0    0    4    4      -1.00000000       0.00000000
    0   -1    0    1    1       1.00000000       0.00000000
    0   -1    0    1    2       0.50000000       0.00000000
    0   -1    0    1    3       0.00000000       0.00000000
    0   -1    0    1    4       0.00000000       0.00000000
    0   -1    0    2    1      -0.50000000       0.00000000
    0   -1    0    2    2      -1.00000000       0.00000000
    0   -1    0    2    3       0.00000000       0.00000000
    0   -1    0    2    4       0.00000000       0.00000000
    0   -1    0    3    1       0.00000000       0.00000000
    0   -1    0    3    2       0.00000000       0.00000000
    0   -1    0    3    3       1.00000000       0.00000000
    0   -1    0    3    4       0.50000000       0.00000000
    0   -1    0    4    1       0.00000000       0.00000000
    0   -1    0    4    2       0.00000000       0.00000000
    0   -1    0    4    3      -0.50000000       0.00000000
    0   -1    0    4    4      -1.00000000       0.00000000
